0 years,1 years,2 years,3 years,4 years,5 years,6 years,7 years,8 years,9 years,10 years,11 years,12 years,13 years,14 years,15 years,16 years,17 years
0,0,0,0,0,0.00117941579909794,0.00106287174682547,9.67872000226826e-4,8.98054393279474e-4,8.566620803693e-4,0.0125666333143392,0.0118016722269096,0.0114377837644225,0.0108624808451696,0.0100527831368545,0.0534655741730726,0.0511827714513056,0.0496673708648701
0,0,0,0,0,0,0.00106287174682547,9.67872000226826e-4,8.98054393279474e-4,8.566620803693e-4,8.44727234348543e-4,0.0118016722269096,0.0114377837644225,0.0108624808451696,0.0100527831368545,0.00952614308115915,0.0511827714513056,0.0496673708648701
0,0,0,0,0,0,0,9.67872000226826e-4,8.98054393279474e-4,8.566620803693e-4,8.44727234348543e-4,8.72806485505117e-4,0.0114377837644225,0.0108624808451696,0.0100527831368545,0.00952614308115915,0.00896061264342917,0.0496673708648701
0,0,0,0,0,0,0,0,8.98054393279474e-4,8.566620803693e-4,8.44727234348543e-4,8.72806485505117e-4,7.96750406535945e-4,0.0108624808451696,0.0100527831368545,0.00952614308115915,0.00896061264342917,0.00846443512057829
0,0,0,0,0,0,0,0,0,8.566620803693e-4,8.44727234348543e-4,8.72806485505117e-4,7.96750406535945e-4,7.28140177832918e-4,0.0100527831368545,0.00952614308115915,0.00896061264342917,0.00846443512057829
0,0,0,0,0,0,0,0,0,0,8.44727234348543e-4,8.72806485505117e-4,7.96750406535945e-4,7.28140177832918e-4,6.94230565882543e-4,0.00952614308115915,0.00896061264342917,0.00846443512057829
0,0,0,0,0,0,0,0,0,0,0,8.72806485505117e-4,7.96750406535945e-4,7.28140177832918e-4,6.94230565882543e-4,5.64037521149678e-4,0.00896061264342917,0.00846443512057829
0,0,0,0,0,0,0,0,0,0,0,0,7.96750406535945e-4,7.28140177832918e-4,6.94230565882543e-4,5.64037521149678e-4,4.52695380230035e-4,0.00846443512057829
0,0,0,0,0,0,0,0,0,0,0,0,0,7.28140177832918e-4,6.94230565882543e-4,5.64037521149678e-4,4.52695380230035e-4,4.2116394413052e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94230565882543e-4,5.64037521149678e-4,4.52695380230035e-4,4.2116394413052e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64037521149678e-4,4.52695380230035e-4,4.2116394413052e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52695380230035e-4,4.2116394413052e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2116394413052e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
